matrix_name rows cols nnz block_size scramble algo mask tau centroid VBR_nzcount VBR_nzblocks_count VBR_average_height VBR_longest_row
mi2010 329885 329885 789045 16 0 clubs 256 06 64 121090048 473014 15.9998 122
mi2010 329885 329885 789045 16 0 clubs 256 09 64 133309136 520742 15.9999 87
mi2010 329885 329885 789045 16 0 clubs 1 01 64 105283456 411271 15.9997 78
mi2010 329885 329885 789045 16 0 clubs 1 03 64 105181568 410873 15.9997 77
mi2010 329885 329885 789045 16 0 clubs 1 06 64 101147408 395114 15.9997 78
mi2010 329885 329885 789045 16 0 clubs 1 09 64 87876464 343271 15.9998 58
mi2010 329885 329885 789045 16 0 clubs 16 01 64 100087984 390976 15.9997 79
mi2010 329885 329885 789045 16 0 clubs 16 03 64 99157680 387342 15.9997 77
mi2010 329885 329885 789045 16 0 clubs 16 06 64 87172560 340524 15.9997 76
mi2010 329885 329885 789045 16 0 clubs 16 09 64 94052304 367395 15.9999 65
mi2010 329885 329885 789045 16 0 clubs 64 01 64 101603760 396897 15.9997 83
mi2010 329885 329885 789045 16 0 clubs 64 03 64 100726192 393469 15.9997 77
mi2010 329885 329885 789045 16 0 clubs 64 06 64 96614816 377408 15.9997 75
mi2010 329885 329885 789045 16 0 clubs 64 09 64 123213904 481309 15.9998 88
mi2010 329885 329885 789045 16 0 clubs 256 01 64 111573984 435843 15.9997 79
mi2010 329885 329885 789045 16 0 clubs 256 03 64 114790880 448409 15.9997 93
mi2010 329885 329885 789045 16 0 clubs 256 06 64 121090048 473014 15.9998 122
mi2010 329885 329885 789045 16 0 clubs 256 09 64 133309136 520742 15.9999 87
mi2010 329885 329885 789045 16 0 clubs 1 01 128 105437568 411873 15.9997 78
mi2010 329885 329885 789045 16 0 clubs 1 03 128 105315968 411398 15.9997 77
mi2010 329885 329885 789045 16 0 clubs 1 06 128 101353696 395920 15.9997 77
mi2010 329885 329885 789045 16 0 clubs 1 09 128 88125504 344244 15.9998 55
mi2010 329885 329885 789045 16 0 clubs 16 01 128 100921008 394230 15.9997 77
mi2010 329885 329885 789045 16 0 clubs 16 03 128 100023984 390726 15.9997 72
mi2010 329885 329885 789045 16 0 clubs 16 06 128 87650768 342392 15.9997 89
mi2010 329885 329885 789045 16 0 clubs 16 09 128 93881488 366727 15.9999 64
mi2010 329885 329885 789045 16 0 clubs 64 01 128 102410160 400047 15.9997 80
mi2010 329885 329885 789045 16 0 clubs 64 03 128 101736368 397415 15.9997 76
mi2010 329885 329885 789045 16 0 clubs 64 06 128 96925392 378621 15.9997 78
mi2010 329885 329885 789045 16 0 clubs 64 09 128 122685104 479243 15.9999 80
mi2010 329885 329885 789045 16 0 clubs 256 01 128 111152864 434198 15.9997 82
mi2010 329885 329885 789045 16 0 clubs 256 03 128 115026032 449327 15.9998 96
mi2010 329885 329885 789045 16 0 clubs 256 06 128 121033424 472793 15.9998 122
mi2010 329885 329885 789045 16 0 clubs 256 09 128 133800160 522661 15.9999 81
mixtank_new 29957 29957 1995041 16 0 clubs 1 01 64 34509465 134853 15.9961 326
mixtank_new 29957 29957 1995041 16 0 clubs 1 03 64 34233417 133774 15.9963 321
mixtank_new 29957 29957 1995041 16 0 clubs 1 06 64 30845705 120560 15.9929 445
mixtank_new 29957 29957 1995041 16 0 clubs 1 09 64 33893904 132451 15.9949 411
mixtank_new 29957 29957 1995041 16 0 clubs 16 01 64 35140304 137317 15.9966 488
mixtank_new 29957 29957 1995041 16 0 clubs 16 03 64 31683760 123819 15.9952 452
mixtank_new 29957 29957 1995041 16 0 clubs 16 06 64 33084624 129309 15.993 386
mixtank_new 29957 29957 1995041 16 0 clubs 16 09 64 52319328 204437 15.9968 523
mixtank_new 29957 29957 1995041 16 0 clubs 64 01 64 33472617 130820 15.9934 512
mixtank_new 29957 29957 1995041 16 0 clubs 64 03 64 30809472 120410 15.9937 527
mixtank_new 29957 29957 1995041 16 0 clubs 64 06 64 38711040 151270 15.9959 495
mixtank_new 29957 29957 1995041 16 0 clubs 64 09 64 56856352 222135 15.9985 530
mixtank_new 29957 29957 1995041 16 0 clubs 256 01 64 32790825 128143 15.9953 444
mixtank_new 29957 29957 1995041 16 0 clubs 256 03 64 38293520 149648 15.9956 537
mixtank_new 29957 29957 1995041 16 0 clubs 256 06 64 52107712 203587 15.9986 487
mixtank_new 29957 29957 1995041 16 0 clubs 256 09 64 58989344 230555 15.993 417
mixtank_new 29957 29957 1995041 16 0 clubs 1 01 64 34509465 134853 15.9961 326
mixtank_new 29957 29957 1995041 16 0 clubs 1 03 64 34233417 133774 15.9963 321
mixtank_new 29957 29957 1995041 16 0 clubs 1 06 64 30845705 120560 15.9929 445
mixtank_new 29957 29957 1995041 16 0 clubs 1 09 64 33893904 132451 15.9949 411
mixtank_new 29957 29957 1995041 16 0 clubs 16 01 64 35140304 137317 15.9966 488
mixtank_new 29957 29957 1995041 16 0 clubs 16 03 64 31683760 123819 15.9952 452
mixtank_new 29957 29957 1995041 16 0 clubs 16 06 64 33084624 129309 15.993 386
mixtank_new 29957 29957 1995041 16 0 clubs 16 09 64 52319328 204437 15.9968 523
mixtank_new 29957 29957 1995041 16 0 clubs 64 01 64 33472617 130820 15.9934 512
mixtank_new 29957 29957 1995041 16 0 clubs 64 03 64 30809472 120410 15.9937 527
mixtank_new 29957 29957 1995041 16 0 clubs 64 06 64 38711040 151270 15.9959 495
mixtank_new 29957 29957 1995041 16 0 clubs 64 09 64 56856352 222135 15.9985 530
mixtank_new 29957 29957 1995041 16 0 clubs 256 01 64 32790825 128143 15.9953 444
mixtank_new 29957 29957 1995041 16 0 clubs 256 03 64 38293520 149648 15.9956 537
mixtank_new 29957 29957 1995041 16 0 clubs 256 06 64 52107712 203587 15.9986 487
mixtank_new 29957 29957 1995041 16 0 clubs 256 09 64 58989344 230555 15.993 417
mixtank_new 29957 29957 1995041 16 0 clubs 1 01 128 34802953 135996 15.9968 335
mixtank_new 29957 29957 1995041 16 0 clubs 1 03 128 34448313 134621 15.9957 314
mixtank_new 29957 29957 1995041 16 0 clubs 1 06 128 31119888 121626 15.9937 368
mixtank_new 29957 29957 1995041 16 0 clubs 1 09 128 32867616 128440 15.9952 385
mixtank_new 29957 29957 1995041 16 0 clubs 16 01 128 37476665 146456 15.9959 369
mixtank_new 29957 29957 1995041 16 0 clubs 16 03 128 32776953 128095 15.9947 361
mixtank_new 29957 29957 1995041 16 0 clubs 16 06 128 33207440 129753 15.9975 350
mixtank_new 29957 29957 1995041 16 0 clubs 16 09 128 49540720 193570 15.9974 470
mixtank_new 29957 29957 1995041 16 0 clubs 64 01 128 34501337 134835 15.9944 460
mixtank_new 29957 29957 1995041 16 0 clubs 64 03 128 31836624 124423 15.9939 425
mixtank_new 29957 29957 1995041 16 0 clubs 64 06 128 38303817 149674 15.996 431
mixtank_new 29957 29957 1995041 16 0 clubs 64 09 128 55824960 218102 15.9985 476
mixtank_new 29957 29957 1995041 16 0 clubs 256 01 128 33698176 131705 15.9933 496
mixtank_new 29957 29957 1995041 16 0 clubs 256 03 128 38877376 151906 15.9972 539
mixtank_new 29957 29957 1995041 16 0 clubs 256 06 128 50519344 197379 15.9988 398
mixtank_new 29957 29957 1995041 16 0 clubs 256 09 128 56768800 221837 15.9955 485
mn2010 259777 259777 613551 16 0 clubs 1 01 64 81483840 318300 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 03 64 81441600 318135 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 06 64 78142784 305249 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 09 64 68106288 266043 15.9998 103
mn2010 259777 259777 613551 16 0 clubs 16 01 64 77449536 302541 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 16 03 64 76750400 299810 15.9998 106
mn2010 259777 259777 613551 16 0 clubs 16 06 64 67495488 263658 15.9998 106
mn2010 259777 259777 613551 16 0 clubs 16 09 64 73108016 285581 15.9998 103
mn2010 259777 259777 613551 16 0 clubs 64 01 64 78778176 307731 15.9998 109
mn2010 259777 259777 613551 16 0 clubs 64 03 64 78242112 305637 15.9998 109
mn2010 259777 259777 613551 16 0 clubs 64 06 64 75444800 294710 15.9998 105
mn2010 259777 259777 613551 16 0 clubs 64 09 64 94530576 369261 16 110
mn2010 259777 259777 613551 16 0 clubs 256 01 64 86762560 338920 15.9998 111
mn2010 259777 259777 613551 16 0 clubs 256 03 64 89666112 350262 15.9998 122
mn2010 259777 259777 613551 16 0 clubs 256 06 64 93659440 365860 15.9999 117
mn2010 259777 259777 613551 16 0 clubs 256 09 64 99221008 387583 16 123
mn2010 259777 259777 613551 16 0 clubs 1 01 64 81483840 318300 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 03 64 81441600 318135 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 06 64 78142784 305249 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 09 64 68106288 266043 15.9998 103
mn2010 259777 259777 613551 16 0 clubs 16 01 64 77449536 302541 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 16 03 64 76750400 299810 15.9998 106
mn2010 259777 259777 613551 16 0 clubs 16 06 64 67495488 263658 15.9998 106
mn2010 259777 259777 613551 16 0 clubs 16 09 64 73108016 285581 15.9998 103
mn2010 259777 259777 613551 16 0 clubs 64 01 64 78778176 307731 15.9998 109
mn2010 259777 259777 613551 16 0 clubs 64 03 64 78242112 305637 15.9998 109
mn2010 259777 259777 613551 16 0 clubs 64 06 64 75444800 294710 15.9998 105
mn2010 259777 259777 613551 16 0 clubs 64 09 64 94530576 369261 16 110
mn2010 259777 259777 613551 16 0 clubs 256 01 64 86762560 338920 15.9998 111
mn2010 259777 259777 613551 16 0 clubs 256 03 64 89666112 350262 15.9998 122
mn2010 259777 259777 613551 16 0 clubs 256 06 64 93659440 365860 15.9999 117
mn2010 259777 259777 613551 16 0 clubs 256 09 64 99221008 387583 16 123
mn2010 259777 259777 613551 16 0 clubs 1 01 128 81677888 319058 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 03 128 81526592 318467 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 1 06 128 78353984 306074 15.9998 109
mn2010 259777 259777 613551 16 0 clubs 1 09 128 68259376 266641 15.9998 102
mn2010 259777 259777 613551 16 0 clubs 16 01 128 78115136 305141 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 16 03 128 77482816 302671 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 16 06 128 67756608 264678 15.9998 106
mn2010 259777 259777 613551 16 0 clubs 16 09 128 72946736 284951 15.9998 99
mn2010 259777 259777 613551 16 0 clubs 64 01 128 79436608 310303 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 64 03 128 78973248 308493 15.9998 109
mn2010 259777 259777 613551 16 0 clubs 64 06 128 75753280 295915 15.9998 105
mn2010 259777 259777 613551 16 0 clubs 64 09 128 94253072 368177 16 106
mn2010 259777 259777 613551 16 0 clubs 256 01 128 86501952 337902 15.9998 108
mn2010 259777 259777 613551 16 0 clubs 256 03 128 89849152 350977 15.9998 124
mn2010 259777 259777 613551 16 0 clubs 256 06 128 93953584 367009 15.9999 112
mn2010 259777 259777 613551 16 0 clubs 256 09 128 99903120 390255 15.9997 118
mo2010 343565 343565 828284 16 0 clubs 1 01 64 118452441 462714 15.9997 99
mo2010 343565 343565 828284 16 0 clubs 1 03 64 118307033 462146 15.9997 87
mo2010 343565 343565 828284 16 0 clubs 1 06 64 113171305 442084 15.9997 91
mo2010 343565 343565 828284 16 0 clubs 1 09 64 96199817 375785 15.9998 68
mo2010 343565 343565 828284 16 0 clubs 16 01 64 112808921 440669 15.9997 89
mo2010 343565 343565 828284 16 0 clubs 16 03 64 111989305 437467 15.9997 97
mo2010 343565 343565 828284 16 0 clubs 16 06 64 98291497 383959 15.9997 88
mo2010 343565 343565 828284 16 0 clubs 16 09 64 101520400 396568 15.9998 75
mo2010 343565 343565 828284 16 0 clubs 64 01 64 114076633 445621 15.9997 88
mo2010 343565 343565 828284 16 0 clubs 64 03 64 113192249 442166 15.9997 97
mo2010 343565 343565 828284 16 0 clubs 64 06 64 107277385 419059 15.9998 86
mo2010 343565 343565 828284 16 0 clubs 64 09 64 131431472 513413 15.9997 117
mo2010 343565 343565 828284 16 0 clubs 256 01 64 122572505 478808 15.9997 100
mo2010 343565 343565 828284 16 0 clubs 256 03 64 125415577 489913 15.9997 123
mo2010 343565 343565 828284 16 0 clubs 256 06 64 130060896 508059 15.9997 142
mo2010 343565 343565 828284 16 0 clubs 256 09 64 139838128 546247 15.9999 98
mo2010 343565 343565 828284 16 0 clubs 1 01 64 118452441 462714 15.9997 99
mo2010 343565 343565 828284 16 0 clubs 1 03 64 118307033 462146 15.9997 87
mo2010 343565 343565 828284 16 0 clubs 1 06 64 113171305 442084 15.9997 91
mo2010 343565 343565 828284 16 0 clubs 1 09 64 96199817 375785 15.9998 68
mo2010 343565 343565 828284 16 0 clubs 16 01 64 112808921 440669 15.9997 89
mo2010 343565 343565 828284 16 0 clubs 16 03 64 111989305 437467 15.9997 97
mo2010 343565 343565 828284 16 0 clubs 16 06 64 98291497 383959 15.9997 88
mo2010 343565 343565 828284 16 0 clubs 16 09 64 101520400 396568 15.9998 75
mo2010 343565 343565 828284 16 0 clubs 64 01 64 114076633 445621 15.9997 88
mo2010 343565 343565 828284 16 0 clubs 64 03 64 113192249 442166 15.9997 97
mo2010 343565 343565 828284 16 0 clubs 64 06 64 107277385 419059 15.9998 86
mo2010 343565 343565 828284 16 0 clubs 64 09 64 131431472 513413 15.9997 117
mo2010 343565 343565 828284 16 0 clubs 256 01 64 122572505 478808 15.9997 100
mo2010 343565 343565 828284 16 0 clubs 256 03 64 125415577 489913 15.9997 123
mo2010 343565 343565 828284 16 0 clubs 256 06 64 130060896 508059 15.9997 142
mo2010 343565 343565 828284 16 0 clubs 256 09 64 139838128 546247 15.9999 98
mo2010 343565 343565 828284 16 0 clubs 1 01 128 118693081 463654 15.9997 97
mo2010 343565 343565 828284 16 0 clubs 1 03 128 118594265 463268 15.9997 87
mo2010 343565 343565 828284 16 0 clubs 1 06 128 113500009 443368 15.9997 91
mo2010 343565 343565 828284 16 0 clubs 1 09 128 96438409 376717 15.9998 68
mo2010 343565 343565 828284 16 0 clubs 16 01 128 113963481 445179 15.9997 88
mo2010 343565 343565 828284 16 0 clubs 16 03 128 113065785 441672 15.9997 89
mo2010 343565 343565 828284 16 0 clubs 16 06 128 98864729 386198 15.9997 80
mo2010 343565 343565 828284 16 0 clubs 16 09 128 101390336 396059 15.9999 73
mo2010 343565 343565 828284 16 0 clubs 64 01 128 115057369 449452 15.9997 90
mo2010 343565 343565 828284 16 0 clubs 64 03 128 114251065 446302 15.9997 94
mo2010 343565 343565 828284 16 0 clubs 64 06 128 107568825 420198 15.9997 80
mo2010 343565 343565 828284 16 0 clubs 64 09 128 130938160 511486 15.9997 108
mo2010 343565 343565 828284 16 0 clubs 256 01 128 122639065 479068 15.9997 92
mo2010 343565 343565 828284 16 0 clubs 256 03 128 126223257 493068 15.9997 116
mo2010 343565 343565 828284 16 0 clubs 256 06 128 130258889 508832 15.9998 124
mo2010 343565 343565 828284 16 0 clubs 256 09 128 140618480 549296 15.9999 101
mono_500Hz 169410 169410 5036288 16 0 clubs 1 01 64 258250628 1008894 15.9992 450
mono_500Hz 169410 169410 5036288 16 0 clubs 1 03 64 247509892 966931 15.9991 452
mono_500Hz 169410 169410 5036288 16 0 clubs 1 06 64 223247588 872159 15.9991 281
mono_500Hz 169410 169410 5036288 16 0 clubs 1 09 64 206214116 805622 15.999 195
mono_500Hz 169410 169410 5036288 16 0 clubs 16 01 64 258685572 1010593 15.9992 456
mono_500Hz 169410 169410 5036288 16 0 clubs 16 03 64 248157892 969471 15.9991 429
mono_500Hz 169410 169410 5036288 16 0 clubs 16 06 64 194195844 758715 15.9989 159
mono_500Hz 169410 169410 5036288 16 0 clubs 16 09 64 266483812 1041068 15.9992 234
mono_500Hz 169410 169410 5036288 16 0 clubs 64 01 64 258514340 1009925 15.9992 456
mono_500Hz 169410 169410 5036288 16 0 clubs 64 03 64 248538052 970956 15.9991 442
mono_500Hz 169410 169410 5036288 16 0 clubs 64 06 64 198349088 774879 15.9997 159
mono_500Hz 169410 169410 5036288 16 0 clubs 64 09 64 402087968 1570755 15.9999 386
mono_500Hz 169410 169410 5036288 16 0 clubs 256 01 64 259620964 1014246 15.9992 451
mono_500Hz 169410 169410 5036288 16 0 clubs 256 03 64 255321376 997413 15.9998 419
mono_500Hz 169410 169410 5036288 16 0 clubs 256 06 64 259257376 1012830 15.9998 285
mono_500Hz 169410 169410 5036288 16 0 clubs 256 09 64 418613600 1635359 15.9996 414
mono_500Hz 169410 169410 5036288 16 0 clubs 1 01 64 258250628 1008894 15.9992 450
mono_500Hz 169410 169410 5036288 16 0 clubs 1 03 64 247509892 966931 15.9991 452
mono_500Hz 169410 169410 5036288 16 0 clubs 1 06 64 223247588 872159 15.9991 281
mono_500Hz 169410 169410 5036288 16 0 clubs 1 09 64 206214116 805622 15.999 195
mono_500Hz 169410 169410 5036288 16 0 clubs 16 01 64 258685572 1010593 15.9992 456
mono_500Hz 169410 169410 5036288 16 0 clubs 16 03 64 248157892 969471 15.9991 429
mono_500Hz 169410 169410 5036288 16 0 clubs 16 06 64 194195844 758715 15.9989 159
mono_500Hz 169410 169410 5036288 16 0 clubs 16 09 64 266483812 1041068 15.9992 234
mono_500Hz 169410 169410 5036288 16 0 clubs 64 01 64 258514340 1009925 15.9992 456
mono_500Hz 169410 169410 5036288 16 0 clubs 64 03 64 248538052 970956 15.9991 442
mono_500Hz 169410 169410 5036288 16 0 clubs 64 06 64 198349088 774879 15.9997 159
mono_500Hz 169410 169410 5036288 16 0 clubs 64 09 64 402087968 1570755 15.9999 386
mono_500Hz 169410 169410 5036288 16 0 clubs 256 01 64 259620964 1014246 15.9992 451
mono_500Hz 169410 169410 5036288 16 0 clubs 256 03 64 255321376 997413 15.9998 419
mono_500Hz 169410 169410 5036288 16 0 clubs 256 06 64 259257376 1012830 15.9998 285
mono_500Hz 169410 169410 5036288 16 0 clubs 256 09 64 418613600 1635359 15.9996 414
mono_500Hz 169410 169410 5036288 16 0 clubs 1 01 128 258243236 1008866 15.9992 450
mono_500Hz 169410 169410 5036288 16 0 clubs 1 03 128 247461252 966741 15.9991 452
mono_500Hz 169410 169410 5036288 16 0 clubs 1 06 128 223031044 871314 15.9991 281
mono_500Hz 169410 169410 5036288 16 0 clubs 1 09 128 205731236 803741 15.999 185
mono_500Hz 169410 169410 5036288 16 0 clubs 16 01 128 257493636 1005937 15.9992 454
mono_500Hz 169410 169410 5036288 16 0 clubs 16 03 128 248104900 969264 15.9991 455
mono_500Hz 169410 169410 5036288 16 0 clubs 16 06 128 194208100 758762 15.9989 151
mono_500Hz 169410 169410 5036288 16 0 clubs 16 09 128 262211428 1024379 15.9992 246
mono_500Hz 169410 169410 5036288 16 0 clubs 64 01 128 258132612 1008433 15.9992 446
mono_500Hz 169410 169410 5036288 16 0 clubs 64 03 128 248758692 971817 15.9992 452
mono_500Hz 169410 169410 5036288 16 0 clubs 64 06 128 198615840 775921 15.9997 167
mono_500Hz 169410 169410 5036288 16 0 clubs 64 09 128 394948352 1542879 15.9998 384
mono_500Hz 169410 169410 5036288 16 0 clubs 256 01 128 260632196 1018197 15.9992 451
mono_500Hz 169410 169410 5036288 16 0 clubs 256 03 128 255018628 996269 15.9992 433
mono_500Hz 169410 169410 5036288 16 0 clubs 256 06 128 258577120 1010164 15.9998 284
mono_500Hz 169410 169410 5036288 16 0 clubs 256 09 128 412755200 1612444 15.9998 403
mosfet2 46994 46994 1499460 16 0 clubs 1 01 64 97817476 382118 15.9996 263
mosfet2 46994 46994 1499460 16 0 clubs 1 03 64 97942372 382612 15.9994 262
mosfet2 46994 46994 1499460 16 0 clubs 1 06 64 92258820 360408 15.9995 198
mosfet2 46994 46994 1499460 16 0 clubs 1 09 64 101297728 395710 15.9996 268
mosfet2 46994 46994 1499460 16 0 clubs 16 01 64 97750660 381857 15.9996 263
mosfet2 46994 46994 1499460 16 0 clubs 16 03 64 98632036 385299 15.9996 246
mosfet2 46994 46994 1499460 16 0 clubs 16 06 64 93714112 366097 15.9994 221
mosfet2 46994 46994 1499460 16 0 clubs 16 09 64 123436160 482211 15.9991 324
mosfet2 46994 46994 1499460 16 0 clubs 64 01 64 97734532 381794 15.9996 260
mosfet2 46994 46994 1499460 16 0 clubs 64 03 64 97186724 379655 15.9996 229
mosfet2 46994 46994 1499460 16 0 clubs 64 06 64 107941280 421664 15.9997 281
mosfet2 46994 46994 1499460 16 0 clubs 64 09 64 114435072 447047 15.9991 312
mosfet2 46994 46994 1499460 16 0 clubs 256 01 64 97486912 380838 15.9992 274
mosfet2 46994 46994 1499460 16 0 clubs 256 03 64 100225952 391540 15.9991 284
mosfet2 46994 46994 1499460 16 0 clubs 256 06 64 109467296 427625 15.9998 290
mosfet2 46994 46994 1499460 16 0 clubs 256 09 64 108073568 422207 15.9988 331
mosfet2 46994 46994 1499460 16 0 clubs 1 01 64 97817476 382118 15.9996 263
mosfet2 46994 46994 1499460 16 0 clubs 1 03 64 97942372 382612 15.9994 262
mosfet2 46994 46994 1499460 16 0 clubs 1 06 64 92258820 360408 15.9995 198
mosfet2 46994 46994 1499460 16 0 clubs 1 09 64 101297728 395710 15.9996 268
mosfet2 46994 46994 1499460 16 0 clubs 16 01 64 97750660 381857 15.9996 263
mosfet2 46994 46994 1499460 16 0 clubs 16 03 64 98632036 385299 15.9996 246
mosfet2 46994 46994 1499460 16 0 clubs 16 06 64 93714112 366097 15.9994 221
mosfet2 46994 46994 1499460 16 0 clubs 16 09 64 123436160 482211 15.9991 324
mosfet2 46994 46994 1499460 16 0 clubs 64 01 64 97734532 381794 15.9996 260
mosfet2 46994 46994 1499460 16 0 clubs 64 03 64 97186724 379655 15.9996 229
mosfet2 46994 46994 1499460 16 0 clubs 64 06 64 107941280 421664 15.9997 281
mosfet2 46994 46994 1499460 16 0 clubs 64 09 64 114435072 447047 15.9991 312
mosfet2 46994 46994 1499460 16 0 clubs 256 01 64 97486912 380838 15.9992 274
mosfet2 46994 46994 1499460 16 0 clubs 256 03 64 100225952 391540 15.9991 284
mosfet2 46994 46994 1499460 16 0 clubs 256 06 64 109467296 427625 15.9998 290
mosfet2 46994 46994 1499460 16 0 clubs 256 09 64 108073568 422207 15.9988 331
mosfet2 46994 46994 1499460 16 0 clubs 1 01 128 97817476 382118 15.9996 263
mosfet2 46994 46994 1499460 16 0 clubs 1 03 128 97943908 382618 15.9994 262
mosfet2 46994 46994 1499460 16 0 clubs 1 06 128 92197796 360167 15.9995 198
mosfet2 46994 46994 1499460 16 0 clubs 1 09 128 100500640 392599 15.9996 249
mosfet2 46994 46994 1499460 16 0 clubs 16 01 128 97768580 381927 15.9996 263
mosfet2 46994 46994 1499460 16 0 clubs 16 03 128 98635108 385311 15.9996 246
mosfet2 46994 46994 1499460 16 0 clubs 16 06 128 93754176 366250 15.9996 209
mosfet2 46994 46994 1499460 16 0 clubs 16 09 128 121669152 475313 15.9989 297
mosfet2 46994 46994 1499460 16 0 clubs 64 01 128 97737860 381807 15.9996 260
mosfet2 46994 46994 1499460 16 0 clubs 64 03 128 97190596 379671 15.9996 233
mosfet2 46994 46994 1499460 16 0 clubs 64 06 128 107201696 418775 15.9997 262
mosfet2 46994 46994 1499460 16 0 clubs 64 09 128 114082272 445654 15.9996 271
mosfet2 46994 46994 1499460 16 0 clubs 256 01 128 97303904 380124 15.9992 269
mosfet2 46994 46994 1499460 16 0 clubs 256 03 128 100106336 391071 15.9992 274
mosfet2 46994 46994 1499460 16 0 clubs 256 06 128 108451936 423657 15.9998 286
mosfet2 46994 46994 1499460 16 0 clubs 256 09 128 108782080 424986 15.9984 359
msc10848 10848 10848 620313 16 0 clubs 1 01 64 3483136 13606 16 71
msc10848 10848 10848 620313 16 0 clubs 1 03 64 3533056 13801 16 73
msc10848 10848 10848 620313 16 0 clubs 1 06 64 3799552 14842 16 75
msc10848 10848 10848 620313 16 0 clubs 1 09 64 5053952 19742 16 98
msc10848 10848 10848 620313 16 0 clubs 16 01 64 3471872 13562 16 72
msc10848 10848 10848 620313 16 0 clubs 16 03 64 3519744 13749 16 70
msc10848 10848 10848 620313 16 0 clubs 16 06 64 3903488 15248 16 81
msc10848 10848 10848 620313 16 0 clubs 16 09 64 5291264 20669 16 94
msc10848 10848 10848 620313 16 0 clubs 64 01 64 3492352 13642 16 72
msc10848 10848 10848 620313 16 0 clubs 64 03 64 3572736 13956 16 70
msc10848 10848 10848 620313 16 0 clubs 64 06 64 4268032 16672 16 92
msc10848 10848 10848 620313 16 0 clubs 64 09 64 6579200 25700 16 115
msc10848 10848 10848 620313 16 0 clubs 256 01 64 3559168 13903 16 72
msc10848 10848 10848 620313 16 0 clubs 256 03 64 3813376 14896 16 68
msc10848 10848 10848 620313 16 0 clubs 256 06 64 5641472 22037 16 112
msc10848 10848 10848 620313 16 0 clubs 256 09 64 6563328 25638 16 132
msc10848 10848 10848 620313 16 0 clubs 1 01 64 3483136 13606 16 71
msc10848 10848 10848 620313 16 0 clubs 1 03 64 3533056 13801 16 73
msc10848 10848 10848 620313 16 0 clubs 1 06 64 3799552 14842 16 75
msc10848 10848 10848 620313 16 0 clubs 1 09 64 5053952 19742 16 98
msc10848 10848 10848 620313 16 0 clubs 16 01 64 3471872 13562 16 72
msc10848 10848 10848 620313 16 0 clubs 16 03 64 3519744 13749 16 70
msc10848 10848 10848 620313 16 0 clubs 16 06 64 3903488 15248 16 81
msc10848 10848 10848 620313 16 0 clubs 16 09 64 5291264 20669 16 94
msc10848 10848 10848 620313 16 0 clubs 64 01 64 3492352 13642 16 72
msc10848 10848 10848 620313 16 0 clubs 64 03 64 3572736 13956 16 70
msc10848 10848 10848 620313 16 0 clubs 64 06 64 4268032 16672 16 92
msc10848 10848 10848 620313 16 0 clubs 64 09 64 6579200 25700 16 115
msc10848 10848 10848 620313 16 0 clubs 256 01 64 3559168 13903 16 72
msc10848 10848 10848 620313 16 0 clubs 256 03 64 3813376 14896 16 68
msc10848 10848 10848 620313 16 0 clubs 256 06 64 5641472 22037 16 112
msc10848 10848 10848 620313 16 0 clubs 256 09 64 6563328 25638 16 132
msc10848 10848 10848 620313 16 0 clubs 1 01 128 3505408 13693 16 72
msc10848 10848 10848 620313 16 0 clubs 1 03 128 3535872 13812 16 71
msc10848 10848 10848 620313 16 0 clubs 1 06 128 3772416 14736 16 71
msc10848 10848 10848 620313 16 0 clubs 1 09 128 4872448 19033 16 92
msc10848 10848 10848 620313 16 0 clubs 16 01 128 3473152 13567 16 72
msc10848 10848 10848 620313 16 0 clubs 16 03 128 3523584 13764 16 73
msc10848 10848 10848 620313 16 0 clubs 16 06 128 3927296 15341 16 72
msc10848 10848 10848 620313 16 0 clubs 16 09 128 5217536 20381 16 97
msc10848 10848 10848 620313 16 0 clubs 64 01 128 3476224 13579 16 72
msc10848 10848 10848 620313 16 0 clubs 64 03 128 3541760 13835 16 70
msc10848 10848 10848 620313 16 0 clubs 64 06 128 4155904 16234 16 89
msc10848 10848 10848 620313 16 0 clubs 64 09 128 6055168 23653 16 121
msc10848 10848 10848 620313 16 0 clubs 256 01 128 3545600 13850 16 72
msc10848 10848 10848 620313 16 0 clubs 256 03 128 3782656 14776 16 76
msc10848 10848 10848 620313 16 0 clubs 256 06 128 5429248 21208 16 100
msc10848 10848 10848 620313 16 0 clubs 256 09 128 6372096 24891 16 121
msc23052 23052 23052 588933 16 0 clubs 1 01 64 4466128 17454 15.9929 71
msc23052 23052 23052 588933 16 0 clubs 1 03 64 4526032 17688 15.993 72
msc23052 23052 23052 588933 16 0 clubs 1 06 64 4712656 18417 15.9933 74
